skill_id,family,name_vn,name_e,icon_id,icon_status,icon_path_rule,class_status,weapon_need_e,description_status,preview,evidence
17101,171,Đoạt Phách Trảm,Soul Reaver Slash,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17168,171,Hoành Tảo Thiên Quân,Sweeping Thousand Armies,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17169,171,Hoành Tảo Thiên Quân,Sweeping Thousand Armies,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17170,171,Hoành Tảo Thiên Quân,Sweeping Thousand Armies,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17171,171,Huyết Tế,Blood Sacrifice,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17172,171,Huyết Tế,Blood Sacrifice,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17173,171,Huyết Tế,Blood Sacrifice,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17174,171,Huyết Tế,Blood Sacrifice,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17175,171,Huyết Tế,Blood Sacrifice,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17176,171,Huyết Tế,Blood Sacrifice,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17178,171,Khai Thiên Mục,Heaven Opening Eye,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17179,171,Khai Thiên Mục,Heaven Opening Eye,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17180,171,Khai Thiên Mục,Heaven Opening Eye,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17181,171,Khai Thiên Mục,Heaven Opening Eye,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17182,171,Khai Thiên Mục,Heaven Opening Eye,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17183,171,Khai Thiên Mục,Heaven Opening Eye,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17184,171,Tu La Trảm,Asura Slash,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17185,171,Tu La Trảm,Asura Slash,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17186,171,Tu La Trảm,Asura Slash,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17187,171,Tu La Trảm,Asura Slash,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17188,171,Tu La Trảm,Asura Slash,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17189,171,Tu La Trảm,Asura Slash,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17190,171,Cường Thể Thuật,Body Strengthening Art,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17191,171,Cường Thể Thuật,Body Strengthening Art,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17192,171,Cường Thể Thuật,Body Strengthening Art,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17193,171,Cường Thể Thuật,Body Strengthening Art,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17194,171,Cường Thể Thuật,Body Strengthening Art,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17195,171,Cường Thể Thuật,Body Strengthening Art,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17196,171,Hiên Viên Truyền Nhân,Heir of Xuanyuan,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17197,171,Hiên Viên Truyền Nhân,Heir of Xuanyuan,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17198,171,Hiên Viên Truyền Nhân,Heir of Xuanyuan,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17199,171,Hiên Viên Truyền Nhân,Heir of Xuanyuan,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17200,172,Hiên Viên Truyền Nhân,Heir of Xuanyuan,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17201,172,Hiên Viên Truyền Nhân,Heir of Xuanyuan,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17202,172,Kiếm Kích Trường Không,Sky Piercing Sword Strike,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17203,172,Kiếm Kích Trường Không,Sky Piercing Sword Strike,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
17204,172,Kiếm Kích Trường Không,Sky Piercing Sword Strike,,UNKNOWN,pgg 5.pgg; index=iconId-5*1000; RoleSkill.iconId is packet field (GameWorld.java:16761 / RoleSkillList.setIconList),UNKNOWN,,DESCRIPTION_ONLY,,skill_family_catalog.csv + zsSkills_language.dat; no static skill→icon table in DEX/jar
